Entry	Entry name	Status	Protein names	Gene names	Organism	Length
A3MH60	SUCC_BURM7	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BMA10247_0014	Burkholderia mallei (strain NCTC 10247)	388
Q57AX2	SUCC_BRUAB	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BruAb1_1902	Brucella abortus biovar 1 (strain 9-941)	398
A2S8U3	SUCC_BURM9	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BMA10229_A2401	Burkholderia mallei (strain NCTC 10229)	388
Q2T0U7	SUCC_BURTA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BTH_I0646	Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264)	388
Q3ATR4	SUCC_CHLCH	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Cag_0338	Chlorobium chlorochromatii (strain CaD3)	390
C0QLM0	SUCC_DESAH	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC HRM2_32450	Desulfobacterium autotrophicum (strain ATCC 43914 / DSM 3382 / HRM2)	385
B9LB77	SUCC_CHLSY	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Chy400_1227	Chloroflexus aurantiacus (strain ATCC 29364 / DSM 637 / Y-400-fl)	380
B0B950	SUCC_CHLT2	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC CTL0193	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	386
A5FHX8	SUCC_FLAJ1	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Fjoh_2162	Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / UW101) (Cytophaga johnsonae)	397
B2SDM1	SUCC_FRATM	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC FTM_1400	Francisella tularensis subsp. mediasiatica (strain FSC147)	387
Q5HC25	SUCC_EHRRW	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Erum1520 ERWE_CDS_01480	Ehrlichia ruminantium (strain Welgevonden)	386
A0Q5H4	SUCC_FRATN	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC FTN_0594	Francisella tularensis subsp. novicida (strain U112)	387
Q0BKS4	SUCC_FRATO	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC FTH_1504	Francisella tularensis subsp. holarctica (strain OSU18)	387
A8LAW3	SUCC_FRASN	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Franean1_5980	Frankia sp. (strain EAN1pec)	388
Q1QQR3	SUCC_NITHX	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Nham_0544	Nitrobacter hamburgensis (strain DSM 10229 / NCIMB 13809 / X14)	397
B4SEH6	SUCC_PELPB	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Ppha_0776	Pelodictyon phaeoclathratiforme (strain DSM 5477 / BU-1)	392
Q6AD57	SUCC_LEIXX	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Lxx19720	Leifsonia xyli subsp. xyli (strain CTCB07)	387
B4U901	SUCC_HYDS0	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC HY04AAS1_0925	Hydrogenobaculum sp. (strain Y04AAS1)	382
B0UUF3	SUCC_HISS2	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC HSM_1432	Histophilus somni (strain 2336) (Haemophilus somnus)	389
B0BXJ5	SUCC_RICRO	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC RrIowa_0713	Rickettsia rickettsii (strain Iowa)	386
Q1RH55	SUCC_RICBR	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC RBE_1228	Rickettsia bellii (strain RML369-C)	385
B3CME9	SUCC_WOLPP	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC WP0961	Wolbachia pipientis subsp. Culex pipiens (strain wPip)	386
Q2P5E6	SUCC_XANOM	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC XOO1476	Xanthomonas oryzae pv. oryzae (strain MAFF 311018)	389
Q9PAH1	SUCC_XYLFA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC XF_2547	Xylella fastidiosa (strain 9a5c)	387
Q4UXU0	SUCC_XANC8	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC XC_1063	Xanthomonas campestris pv. campestris (strain 8004)	389
C4L8V5	SUCC_TOLAT	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Tola_2227	Tolumonas auensis (strain DSM 9187 / TA4)	389
Q7MMN3	SUCC_VIBVY	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC VV1034	Vibrio vulnificus (strain YJ016)	388
Q92I22	SUCD_RICCN	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD RC0598	Rickettsia conorii (strain ATCC VR-613 / Malish 7)	292
P99070	SUCD_STAAN	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD SA1089	Staphylococcus aureus (strain N315)	302
B5FNF9	SUCC_SALDC	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SeD_A0832	Salmonella dublin (strain CT_02021853)	388
Q5PCM7	SUCC_SALPA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SPA2005	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	388
B5QWG8	SUCC_SALEP	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SEN0688	Salmonella enteritidis PT4 (strain P125109)	388
P66870	SUCC_SALTI	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC STY0781 t2138	Salmonella typhi	388
Q822A1	SUCC_CHLCV	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC CCA_00784	Chlamydophila caviae (strain ATCC VR-813 / DSM 19441 / GPIC) (Chlamydia caviae)	388
A7ZJA8	SUCC_ECO24	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC EcE24377A_0754	Escherichia coli O139:H28 (strain E24377A / ETEC)	388
B3EFL3	SUCC_CHLL2	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Clim_1943	Chlorobium limicola (strain DSM 245 / NBRC 103803 / 6330)	392
Q9PL99	SUCC_CHLMU	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC TC_0208	Chlamydia muridarum (strain MoPn / Nigg)	386
B7LAD4	SUCC_ECO55	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC EC55989_0711	Escherichia coli (strain 55989 / EAEC)	388
Q5L0N7	SUCC_GEOKA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC GK1208	Geobacillus kaustophilus (strain HTA426)	386
Q5V4Q4	SUCC_HALMA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC rrnAC0472	Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809) (Halobacterium marismortui)	382
A5UIW0	SUCC_HAEIG	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC CGSHiGG_09690	Haemophilus influenzae (strain PittGG)	394
A1APQ8	SUCC_PELPD	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Ppro_1716	Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1)	394
Q0AKU3	SUCC_MARMM	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Mmar10_2819	Maricaulis maris (strain MCS10)	399
Q5YPP8	SUCC_NOCFA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC NFA_49910	Nocardia farcinica (strain IFM 10152)	388
B4S612	SUCC_PROA2	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Paes_0607	Prosthecochloris aestuarii (strain DSM 271 / SK 413)	390
A1KTM6	SUCC_NEIMF	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC NMC0935	Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM 15464 / FAM18)	388
A6V7K5	SUCC_PSEA7	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC PSPA7_3686	Pseudomonas aeruginosa (strain PA7)	388
C4K0K1	SUCC_RICPU	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC RPR_00655	Rickettsia peacockii (strain Rustic)	386
A3MWQ7	SUCC_PYRCJ	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Pcal_1657	Pyrobaculum calidifontis (strain JCM 11548 / VA1)	382
A5ISD0	SUCC_STAA9	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SaurJH9_1304	Staphylococcus aureus (strain JH9)	388
P66872	SUCC_STAAW	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC MW1128	Staphylococcus aureus (strain MW2)	388
B1JG57	SUCC_YERPY	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC YPK_2966	Yersinia pseudotuberculosis serotype O:3 (strain YPIII)	388
C0R4N4	SUCC_WOLWR	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC WRi_011880	Wolbachia sp. subsp. Drosophila simulans (strain wRi)	383
B2I9R4	SUCC_XYLF2	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC XfasM23_2037	Xylella fastidiosa (strain M23)	387
Q2FHJ3	SUCC_STAA3	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SAUSA300_1138	Staphylococcus aureus (strain USA300)	388
A6Q7S7	SUCC_SULNB	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SUN_0576	Sulfurovum sp. (strain NBC37-1)	391
A3MZH0	SUCC_ACTP2	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC APL_0452	Actinobacillus pleuropneumoniae serotype 5b (strain L20)	388
Q6HEX9	SUCC_BACHK	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BT9727_3577	Bacillus thuringiensis subsp. konkukian (strain 97-27)	386
B4UDP4	SUCC_ANASK	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC AnaeK_2233	Anaeromyxobacter sp. (strain K)	388
C0RFH1	SUCC_BRUMB	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BMEA_A1983	Brucella melitensis biotype 2 (strain ATCC 23457)	398
B4EBY6	SUCC_BURCJ	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BceJ2315_09460 BCAL0956	Burkholderia cenocepacia (strain ATCC BAA-245 / DSM 16553 / LMG 16656 / NCTC 13227 / J2315 / CF5610) (Burkholderia cepacia (strain J2315))	388
Q9JUT0	SUCC_NEIMA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC NMA1153	Neisseria meningitidis serogroup A / serotype 4A (strain Z2491)	388
B8HDC2	SUCC_PSECP	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Achl_0932	Pseudarthrobacter chlorophenolicus (strain ATCC 700700 / DSM 12829 / CIP 107037 / JCM 12360 / KCTC 9906 / NCIMB 13794 / A6) (Arthrobacter chlorophenolicus)	389
Q28U74	SUCC_JANSC	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Jann_0821	Jannaschia sp. (strain CCS1)	397
A9IKE3	SUCC_BORPD	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Bpet2061	Bordetella petrii (strain ATCC BAA-461 / DSM 12804 / CCUG 43448)	386
B8JAE0	SUCC_ANAD2	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC A2cp1_2321	Anaeromyxobacter dehalogenans (strain 2CP-1 / ATCC BAA-258)	388
B0T3D1	SUCC_CAUSK	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Caul_0229	Caulobacter sp. (strain K31)	399
B1XRZ4	SUCC_POLNS	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Pnec_1547	Polynucleobacter necessarius subsp. necessarius (strain STIR1)	389
Q053V6	SUCC_LEPBL	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC LBL_0834	Leptospira borgpetersenii serovar Hardjo-bovis (strain L550)	390
A1UL96	SUCC_MYCSK	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Mkms_4413	Mycobacterium sp. (strain KMS)	387
Q3A7Y4	SUCC_PELCD	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Pcar_0247	Pelobacter carbinolicus (strain DSM 2380 / NBRC 103641 / GraBd1)	388
A0LZD4	SUCC_GRAFK	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC GFO_0752	Gramella forsetii (strain KT0803)	398
A9MTQ2	SUCC_SALPB	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SPAB_02796	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)	388
Q7U0Z0	SUCD_MYCBO	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD BQ2027_MB0977	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	303
B4RYG2	SUCC_ALTMD	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC MADE_1009505	Alteromonas mediterranea (strain DSM 17117 / CIP 110805 / LMG 28347 / Deep ecotype)	388
B0CIT0	SUCC_BRUSI	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BSUIS_A1766	Brucella suis (strain ATCC 23445 / NCTC 10510)	398
Q5LCW4	SUCC_BACFN	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BF2351	Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / JCM 11019 / NCTC 9343)	382
Q3JVL5	SUCC_BURP1	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BURPS1710b_0975	Burkholderia pseudomallei (strain 1710b)	388
A7H4K9	SUCC_CAMJD	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC JJD26997_1397	Campylobacter jejuni subsp. doylei (strain ATCC BAA-1458 / RM4099 / 269.97)	387
Q1BTW6	SUCC_BURCA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Bcen_2038	Burkholderia cenocepacia (strain AU 1054)	388
Q11CV8	SUCC_CHESB	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Meso_3396	Chelativorans sp. (strain BNC1)	397
B0BAS9	SUCC_CHLTB	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC CTLon_0193	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	386
Q0KE75	SUCC_CUPNH	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC H16_A0547	Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) (Ralstonia eutropha)	388
B6J8N7	SUCC_COXB1	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC CbuK_1469	Coxiella burnetii (strain CbuK_Q154) (Coxiella burnetii (strain Q154))	390
B7NMS9	SUCC_ECO7I	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC ECIAI39_0685	Escherichia coli O7:K1 (strain IAI39 / ExPEC)	388
C5D8V2	SUCC_GEOSW	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC GWCH70_1099	Geobacillus sp. (strain WCH70)	386
Q4QLA3	SUCC_HAEI8	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC NTHI1367	Haemophilus influenzae (strain 86-028NP)	389
B5YQR7	SUCC_ECO5E	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC ECH74115_0820	Escherichia coli O157:H7 (strain EC4115 / EHEC)	388
Q3KFU6	SUCC_PSEPF	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Pfl01_1617	Pseudomonas fluorescens (strain Pf0-1)	388
B4SZE2	SUCC_SALNS	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SNSL254_A0797	Salmonella newport (strain SL254)	388
A0KA72	SUCC_BURCH	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Bcen2424_2649	Burkholderia cenocepacia (strain HI2424)	388
B3GX29	SUCC_ACTP7	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC APP7_0529	Actinobacillus pleuropneumoniae serotype 7 (strain AP76)	388
B9IVC5	SUCC_BACCQ	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BCQ_3621	Bacillus cereus (strain Q1)	386
B0BTV5	SUCC_ACTPJ	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC APJL_0479	Actinobacillus pleuropneumoniae serotype 3 (strain JL03)	388
A9IZV3	SUCC_BART1	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BT_2678	Bartonella tribocorum (strain CIP 105476 / IBS 506)	398
A0RPE8	SUCC_CAMFF	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC CFF8240_0911	Campylobacter fetus subsp. fetus (strain 82-40)	385
B7HDV9	SUCC_BACC4	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BCB4264_A3934	Bacillus cereus (strain B4264)	386
B2S880	SUCC_BRUA1	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BAbS19_I18070	Brucella abortus (strain S19)	398
B4RL77	SUCC_NEIG2	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC NGK_0887	Neisseria gonorrhoeae (strain NCCP11945)	388
B0R5U5	SUCC_HALS3	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC OE_3195F	Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1)	382
C0QQH3	SUCC_PERMH	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC PERMA_1133	Persephonella marina (strain DSM 14350 / EX-H1)	388
Q1IJS5	SUCC_KORVE	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Acid345_3875	Koribacter versatilis (strain Ellin345)	392
Q021N6	SUCC_SOLUE	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Acid_3378	Solibacter usitatus (strain Ellin6076)	384
B4TQ53	SUCC_SALSV	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SeSA_A0894	Salmonella schwarzengrund (strain CVM19633)	388
B3QPP2	SUCC_CHLP8	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Cpar_1497	Chlorobaculum parvum (strain NCIB 8327) (Chlorobium vibrioforme subsp. thiosulfatophilum (strain DSM 263 / NCIB 8327))	392
A5W114	SUCC_PSEP1	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Pput_1668	Pseudomonas putida (strain ATCC 700007 / DSM 6899 / BCRC 17059 / F1)	388
B5R689	SUCC_SALG2	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SG0721	Salmonella gallinarum (strain 287/91 / NCTC 13346)	388
B7I6T2	SUCC_ACIB5	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC AB57_3123	Acinetobacter baumannii (strain AB0057)	388
